id,title,original_title,release_date,vote_average,popularity,overview,backdrop_path,poster_path,genres,keywords,actors,directors,vote_average_naver,link_naver
1050000,1050000,1050000,2022-11-25,1050000,1050000,1050000,1050000,1050000,"[878, 14, 9648, 53, 27, 28]","[157701, 229266, 155030, 278807, 15001, 241827, 2340, 2726, 156075, 10541, 2095, 952, 703, 2754, 13005, 11612, 268132, 179431, 236, 41329, 9715, 9717]",[],[],1050000,1050000
436270,블랙 아담,Black Adam,2022-10-19,6.9,22201.949,"기원전 가장 번성하고 위대한 고대 국가였지만 현재는 국제 군사 조직 인터갱의 독재 국가로 전락한 칸다크. 인터갱의 눈을 피해 고대 유물을 찾던 '아드리아나'는 우연히 5000년 동안 잠들어 있던 '블랙 아담'을 깨우게 된다.  엄청난 괴력과 스피드, 방탄 능력과 자유자재의 고공비행, 번개를 쏘는 능력까지. 온몸이 무기인 '블랙 아담'은 자신의 앞을 막아서는 인터갱들을 모조리 쓸어버리고 칸다크 국민들은 이에 열광한다. 한편, 그의 폭주를 막기 위해 호크맨, 닥터 페이트, 아톰 스매셔, 사이클론으로 구성된 히어로 군단 '저스티스 소사이어티'가 칸다크에 나타나는데...",/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,/mEdMHGy1FfCUc7PskFO0tibm8jp.jpg,"[28, 14, 878]","[952, 2095, 9715, 9717, 15001, 155030, 179431, 229266]","[18918, 83860, 1253353, 164945, 2042690]",[59521],7.59,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190694
505642,블랙 팬서: 와칸다 포에버,Black Panther: Wakanda Forever,2022-11-09,7.5,3237.882,"국왕이자 블랙 팬서인 티찰라의 죽음 이후 수많은 강대국으로부터 위협을 받게 된 와칸다. 라몬다, 슈리 그리고 나키아, 오코예, 음바쿠는 각자 사명감을 갖고 와칸다를 지키기 위해 외로운 싸움을 이어간다. 한편, 비브라늄의 패권을 둘러싼 미스터리한 음모와 함께 깊은 해저에서 모습을 드러낸 최강의 적 네이머와 탈로칸의 전사들은 와칸다를 향해 무차별 공격을 퍼붓기 시작하는데…",/yYrvN5WFeGYjJnRzhY0QXuo4Isw.jpg,/3PCRWLeqp5y20k6XVzcamZR3BWF.jpg,"[28, 12, 878]","[1701, 9663, 9715, 9717, 179431, 180059, 180547, 195394]","[1083010, 1267329, 82104, 1447932, 2133996]",[1056121],6.32,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184516
882598,스마일,Smile,2022-09-23,6.8,2837.283,기괴한 미소를 지으며 자신의 눈 앞에서 목숨을 끊는 환자를 목격한 정신과 의사 ‘로즈’. 그날 이후로 ‘로즈’의 일상에 설명할 수 없는 끔찍한 일들이 잇따라 발생한다. 일상을 덮친 공포에 발버둥치던 ‘로즈’는 이전에도 자신과 같은 일을 겪은 사람들이 있었고 그들 모두 끔찍한 죽음을 피할 수 없었다는 사실을 알게 된다. 시시각각 다가오는 죽음에서 벗어나기 위해 사투를 벌이던 로즈는 잊고 싶던 과거와 마주하게 되는데…,/olPXihyFeeNvnaD6IOBltgIV1FU.jpg,/8ncuVFt4e0M2NTTsoPtbxfWN5dO.jpg,"[27, 9648, 53]","[236, 703, 2340, 2726, 2754, 10541, 11612, 13005, 41329, 156075, 157701, 241827, 268132, 278807]","[1396124, 59219, 145245, 198847, 53493]",[2218465],7.64,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218749
829280,에놀라 홈즈 2,Enola Holmes 2,2022-11-04,7.7,1419.903,탐정이 된 후 첫 번째 사건을 수임한 에놀라. 하지만 실종된 소녀의 미스터리를 풀기 위해서는 친구들의 도움이 필요하다. 어쩌면 오빠 셜록의 도움까지도.,/u9Io1hVnxb2b3T0z99aOK8sq0SN.jpg,/S6fDnntDjduIWuLW2GcqFasobD.jpg,"[9648, 12, 80]","[703, 8250, 9663, 160342, 273879]","[1356210, 73968, 1558986, 1283, 11207]",[173847],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=216493
948276,사라진 탄환 2,Balle perdue 2,2022-11-10,7,1270.976,누명을 벗은 천재 자동차 정비공 리노. 이제 그의 마음속에 남은 목표는 단 하나. 동생과 멘토를 죽인 비리 경찰들에게 복수하는 것이다.,/707thQazLJiYLBhCrZlRoV05NNL.jpg,/A84Usw0jwhh5RPAKZV7gwP532Fl.jpg,"[28, 18, 53]",[306786],"[220692, 1145003, 83966, 221633, 126771]",[1188208],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=223806
985939,폴: 600미터,Fall,2022-08-11,7.3,1154.597,내려갈 길이 끊겨버린 600미터 TV 타워 위에서  두 명의 친구가 살아남기 위해 펼치는 사상 최초의 고공 서바이벌 여기에서,/1DBDwevWS8OhiT3wqqlW7KGPd6m.jpg,/8huJowZK1t7MNLEKo3dgLAxmiLW.jpg,[53],[209439],"[54633, 1279279, 47296, 2174509, 945542]",[90812],8.45,https://movie.naver.com/movie/bi/mi/basic.nhn?code=220613
338958,마법에 걸린 사랑 2,Disenchanted,2022-11-16,7.6,1113.092,"동화 같은 삶을 위해 뉴욕을 떠나 먼로빌이라는 조용한 교외로 이사한 지젤. 그러나 그녀가 꿈꾸던 영원한 행복을 찾을 수 없자 안달라시아의 마법을 사용하게 되고, 이로 인해 마을 전체가 동화 속 세계로 변해 버린다. 이제 자신과 가족의 진정한 행복을 위해 시계가 자정을 가리키기 전까지 이 모든 것을 되돌려놓아야 하는데. 지젤은 그녀가 그토록 원하던 영원한 행복을 찾을 수 있을까?",/kpUre8wWSXn3D5RhrMttBZa6w1v.jpg,/9MSqVj9ulOAK5TqQFjtAMuj2dTk.jpg,"[35, 10751, 14]","[2343, 3205, 4344, 4896, 7376, 9663, 273980]","[9273, 18352, 52792, 2063192, 11006]",[20739],9.94,https://movie.naver.com/movie/bi/mi/basic.nhn?code=101949
49046,서부 전선 이상 없다,Im Westen nichts Neues,2022-10-07,7.8,1074.146,"제1차 세계대전 당시 서부전선에서 싸운 독일군 청년의 강렬한 이야기.  젊은 사병과 전우들은 참호 속에서 사투를 벌이며,  처음 전쟁에 대해 느꼈던 환상과 도취감이  어떻게 절망과 공포로 변해가는지를 생생하게 체험한다.",/mqsPyyeDCBAghXyjbw4TfEYwljw.jpg,/qYrbTmCQ6C4tVt7exVXTOJy7VUc.jpg,"[10752, 18, 28]","[818, 2504, 11117, 14643, 15060, 191004, 210184, 230333]","[3631223, 1111158, 1820948, 212930, 6086]",[221522],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=220858
846778,마고,Margaux,2022-09-09,6.8,1012.187,"주말 파티를 위해 에어비앤비 숙소를 렌트한 한 무리의 대학생들이, 숙소를 관리하는 인공지능 시스템 ""마고""의 사악한 본성과 맞닥뜨리게 되는 이야기",/sCOHkah9RbFeZfFnfBrcykKCMNa.jpg,/uNzgeMetu9l4q9NDw7gtiUFwPOJ.jpg,"[27, 878]",[231185],"[74929, 142113, 144852, 58058, 1334653]",[30058],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176887
760741,비스트,Beast,2022-08-11,7,956.139,"두 딸 ‘메어’, ‘노라’와 함께 시간을 보내기 위해 친구 ‘마틴’이 있는 남아프리카를 찾은 의사 ‘네이트’.  그러나 즐거운 여행도 잠시, 처참히 죽어 있는 마을 사람들을 목격한 이들은 곧이어 이 모든 상황을 벌인 사자에게 맹목적으로 쫓기기 시작한다.  무전조차 터지지 않는 고립된 지역에서 마을을 완전히 장악해버린 사자로부터 벗어나기 위해 서로 의지하며 고군분투하는데…",/pz7bGOUNJXyPKJ2GcJN6nhwBnCs.jpg,/xp6EOh0HEN4bx4ot8UfcYnUpT8U.jpg,"[53, 12, 27]",[11338],"[17605, 1438277, 1877835, 82191, 2073065]",[67813],5.17,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218992
1037858,미션 축구: 돌연변이를 무찔러라!,The Soccer Football Movie,2022-11-09,6.9,877.608,좋아하는 축구선수들의 재능이 사라졌다. 바로 사악한 과학자가 다 훔쳐갔기 때문! 축구를 사랑하는 네 아이들이 이 상황을 되돌릴 수 있을까?,/sqVxhRkPwOo6jogWZjE99V1HRE1.jpg,/sWoYDNPNZs5MtzPbirXV73tIHrA.jpg,"[16, 35, 10751]","[1299, 1852, 251926, 280150, 287664, 300365]","[1066986, 2087866, 71041, 3792864, 2563800]",[1234311],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=223805
760161,오펀: 천사의 탄생,Orphan: First Kill,2022-07-27,6.8,850.145,"엄청난 비밀을 숨긴 사이코패스가 에스토니아의 정신병동을 탈출, 부유한 가족의 실종된 딸 ‘에스더’로 사칭해 미국에 온다. 재회의 기쁨도 잠시, 어딘지 낯선 딸의 정체를 눈치챈 엄마는 가족을 지키기 위해 에스더와 맞서는데...  누구도 상상 못한 충격적인 반전이 기다린다!",/5GA3vV1aWWHTSDO5eno8V5zDo8r.jpg,/vKIhsEVEtLTwTkmLSDNi230Zr3Q.jpg,"[27, 53]","[6259, 6625, 9675, 9826, 11062, 18409, 161814, 173298, 197430, 210544, 227855]","[77517, 12041, 58014, 2563029, 60719]",[62768],6.46,https://movie.naver.com/movie/bi/mi/basic.nhn?code=219836
856245,투 킬 더 비스트,Matar a la Bestia,2022-04-28,5.8,817.918,"열일곱 살 에밀리아는 이모 이네스의 호스텔에 도착하는데, 그곳에는 위험한 야수가 어슬렁거린다는 소문이 돌고 있다. 성(性)에 눈을 뜨기 위한 여정을 떠난 에밀리아는 야수를 죽이기 위해 자신의 과거와 맞서야만 한다.",/hNzrnsH9FMMfITu2xQqaf70CRv5.jpg,/epmWB73CmhoNkHXTf9aAiMhJLhN.jpg,"[9648, 14, 53]","[1415, 2286, 156091]","[3035813, 1961671, 3181204, 55012, 3181205]",[1657527],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=207944
616037,토르: 러브 앤 썬더,Thor: Love and Thunder,2022-07-06,6.7,781.456,"이너피스를 위해 자아 찾기 여정을 떠난 천둥의 신 토르. 그러나 우주의 모든 신들을 몰살하려는 신 도살자 고르의 등장으로 토르의 안식년 계획은 산산조각 나 버린다. 토르는새로운 위협에 맞서기 위해 킹 발키리, 코르그, 그리고 전 여자친구 제인과 재회하게 되고, 그녀가 묠니르를 휘두르는 마이티 토르가 되어 나타나 모두를 놀라게 한다. 이제 팀 토르는 고르의 복수에 얽힌 미스터리를 밝히고 더 큰 전쟁을 막기 위한 전 우주적 스케일의 모험을 시작하는데...",/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,/un8ZDtx2SMwNwXRYy65aItnNjab.jpg,"[14, 28, 35]","[1595, 1701, 2036, 9663, 9715, 9717, 173125, 179101, 179430, 179431, 180547, 225679, 230105, 262626, 265839, 304843]","[74568, 524, 3894, 62561, 55934]",[55934],6.39,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187347
807356,왓쳐,Watcher,2022-06-03,6.3,770.633,한 젊은 미국 여성이 남편과 함께 루마니아의 부쿠레슈티로 이사한 뒤 길 건너편 아파트에서 자신을 지켜보는 낯선 사람이 연쇄 살인범일 수도 있다고 의심을 하기 시작하면서 여성에게 벌어지는 공포스러운 이야기를 담은 영화,/2cQMVHBaP1wK0UBX5SGDahB3lp3.jpg,/dXCjoI3jdtBrwPHgVsyNLkl8Rvs.jpg,"[9648, 53, 27]","[2340, 2872, 10714, 179882, 187056]","[1094091, 1327613, 39659, 2259660, 3395098]",[1451203],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213033
532639,피노키오,Pinocchio,2022-09-07,6.7,744.42,"목수 ‘제페토’의 간절한 소원으로 태어난 나무 인형 ‘피노키오’는  진짜 사람이 되기 위해 자신의 양심이 되어줄 귀뚜라미 ‘지미니’와 함께  진실되고 용감한 마음을 가지기로 약속한다.  그러나 거리의 교활한 여우의 꾀임에 넘어간 피노키오는 서커스단에 들어가게 되고, 이기적인 어른들의 욕심으로 철장에 갇혀버리고 만다.  한편, 사라진 피노키오를 찾기 위해 길을 나선 ‘제페토’는 폭우 속에 목숨을 잃을 위기에 처하고 마는데…",/nnUQqlVZeEGuCRx8SaoCU4XVHJN.jpg,/aFVjf2zcFzoNgbDKDEHiIw2g1DR.jpg,"[14, 12, 10751]","[2710, 4344, 6300, 209220, 245230, 267848, 302735]","[2382044, 31, 24045, 114019, 1765068]",[24],9.75,https://movie.naver.com/movie/bi/mi/basic.nhn?code=192144
507086,쥬라기 월드: 도미니언,Jurassic World Dominion,2022-06-01,7,741.956,"공룡들의 터전이었던 이슬라 누블라 섬이 파괴된 후,  마침내 공룡들은 섬을 벗어나 세상 밖으로 출몰한다. 지상에 함께 존재해선 안 될 위협적 생명체인 공룡의 등장으로 인류 역사상 겪어보지 못한 사상 최악의 위기를 맞이한 인간들. 지구의 최상위 포식자 자리를 걸고 인간과 공룡의 최후의 사투가 펼쳐진다.",/3PieOs1t6dPHWlgvX3XoqTIQLqN.jpg,/odxdUZWZ7fBfy3ZRj063wuJnZvo.jpg,"[12, 28, 878]","[11100, 12616, 170865, 197063, 242578]","[73457, 18997, 4784, 4785, 4783]",[930707],6.14,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191646
642885,호커스 포커스 2,Hocus Pocus 2,2022-09-27,7.5,707.963,누군가가 검은 불꽃 초에 불을 붙여 17세기에 활동했던 자매들을 되살린 지도 29년이 흘렀다. 이제 자매들은 원수를 갚으려 한다. 핼러윈 전날의 동이 터오기 전에 세일럼에서 대혼란을 일으키려는 마녀들을 막아설 사람은 세 고등학생뿐이다.,/iS9U3VHpPEjTWnwmW56CrBlpgLj.jpg,/xpDdvIaTHn38F17pPseL1MQI05B.jpg,"[14, 35, 10751]","[380, 616, 3335, 5923, 6270, 6506, 9663, 12377, 33795, 179430, 179431]","[73931, 520, 11074, 1842860, 2381442]",[29214]
718930,불릿 트레인,Bullet Train,2022-07-03,7.5,695.661,"운이 없기로 유명한 킬러 레이디버그는 초고속 열차에 탑승해 의문의 서류 가방을 가져오라는 미션을 받는다. 생각보다 쉽게 미션을 클리어한 후 열차에서 내리려는 그를 가로막는 것이 있었으니,  그것은 바로 전세계에서 몰려든 초특급 킬러들. 열차에서 내릴 수 없다면 목숨을 걸고 가방을 지켜야만 한다. 과연 레이디버그는 무사히 열차에서 내려 미션을 완수할 수 있을까?",/2w8O3Xi1bihF4WfcaAJG5inqJVT.jpg,/msh4N8dxHk4FeEPZ8VBqHQFQYjI.jpg,"[28, 35, 53]","[233, 782, 818, 10364, 13008, 157904, 166479, 179431, 234041]","[287, 125025, 27428, 226366, 1658375]",[40684],6.97,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218056
779782,선과 악의 학교,The School for Good and Evil,2022-10-19,7.3,692.242,절친 소피와 아가사는 어느 날 신비한 존재에 의해 마법 학교로 휩쓸려 간다. 이 학교는 미래의 동화 속 영웅과 악당을 키워내는 곳. 운명을 알 길 없는 이곳에서 두 친구의 우정은 계속될 수 있을까.,/tSxbUnrnWlR5dQvUgqMI7sACmFD.jpg,/xr3oGJYQWLunuw7L5myo4VT8DBz.jpg,"[14, 28, 18]","[10873, 246466]","[1768965, 1494194, 11703, 6885, 2975]",[116805],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222197
361743,탑건: 매버릭,Top Gun: Maverick,2022-05-24,8.3,686.014,최고의 파일럿이자 전설적인 인물 매버릭은 자신이 졸업한 훈련학교 교관으로 발탁된다. 그의 명성을 모르던 팀원들은 매버릭의 지시를 무시하지만 실전을 방불케 하는 상공 훈련에서 눈으로 봐도 믿기 힘든 전설적인 조종 실력에 모두가 압도된다. 매버릭의 지휘 아래 견고한 팀워크를 쌓아가던 팀원들에게 국경을 뛰어넘는 위험한 임무가 주어지자 매버릭은 자신이 가르친 동료들과 함께 마지막이 될지 모를 하늘 위 비행에 나서는데...,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,/jeqXUwNilvNqNXqAHsdwm5pEfae.jpg,"[28, 18]","[2533, 4410, 9663, 160381, 162365]","[500, 996701, 6161, 65717, 83271]",[86270],9.76,https://movie.naver.com/movie/bi/mi/basic.nhn?code=81888
634649,스파이더맨: 노 웨이 홈,Spider-Man: No Way Home,2021-12-15,8,672.396,미스테리오의 계략으로 세상에 정체가 탄로난 스파이더맨 피터 파커는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 닥터 스트레인지를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. 닥터 옥토퍼스를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 피터 파커는 사상 최악의 위기를 맞게 되는데…,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,/voddFVdjUoAtfoZZp2RUmuZILDI.jpg,"[28, 12, 878]","[242, 697, 797, 1308, 1701, 2343, 3289, 3851, 7002, 7939, 9663, 9715, 155030, 156282, 158456, 169909, 179430, 179431, 180547, 188178, 193946, 221309, 265979, 283844, 285365, 285485]","[1136406, 505710, 71580, 1649152, 15277]",[1293994],8.95,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221038
830788,디 인비테이션,The Invitation,2022-08-24,6.4,672.061,"가족이 없는 이비는 우연히 DNA 검사를 받기로 결정한 후, 그녀가  몰랐던 먼 친척이 있음을 발견한다. 새로운 친척의 초대를 받은 이비는 멋진 영국 시골 결혼식에 참석을 하게 된다. 대저택의 영주인 월터를 만나게 되면서 그녀가 몰랐던 자신의 끔찍한 배경과 가족의 과거에 대한 어둡고 뒤틀린 비밀을 알게 되는데...",/yo0qfH2dQGGMxkfivdkz5zxVatD.jpg,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,"[27, 53]","[261274, 302978, 303002, 303003, 303004, 303005]","[1251069, 1729496, 1142724, 1922337, 1206337]",[1709460],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149470
833097,폴링 포 크리스마스,Falling for Christmas,2022-11-10,6.6,669.709,스키 여행 중 사고로 기억을 잃은 철없는 상속녀. 아내와 사별 후 힘든 상황에 놓인 남자와 딸의 포근한 보살핌 속에 크리스마스를 보낸다.,/2rSwXeyGJH1vmtlgP3EqzdfTEC1.jpg,/4x9qZaUrM1mDXcSKn3xNuB2dHNE.jpg,"[10749, 35]",[193048],"[49265, 232501, 1622199, 138887, 1978944]",[62079],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=223807
585511,럭,Luck,2022-08-05,7.9,665.493,"불운의 아이콘 '샘 그린필드'는 어디에서도 본 적 없는 운의 왕국을 우연히 발견하고, 가장 친한 친구에게 행운을 가져다주기 위해 그곳으로의 여행을 계획한다. 하지만 운의 왕국은 인간의 접근을 허락하지 않고, '샘 그린필드'는 여행을 실행에 옮기기 위한 유일한 방법으로 마법의 생명체들로부터 도움을 받게 된다.",/3p3amyz5nXK9AW4VARqkPaMAG5J.jpg,/nN2iHej7TyISjXC6Jl577aqpDHJ.jpg,"[16, 12, 35, 14]","[4671, 6156, 10159, 11322]","[1684452, 11108, 6352, 2395, 1471841]",[80672],7.23,https://movie.naver.com/movie/bi/mi/basic.nhn?code=214314
766507,프레이,Prey,2022-08-02,7.9,662.599,"300년 전 아메리카, 용맹한 전사를 꿈꾸는 원주민 소녀 나루는 갑작스러운 곰의 습격으로 절체절명의 위기에 놓인 순간, 정체를 알 수 없는 외계 포식자 프레데터를 목격하게 된다.  자신보다 강한 상대를 향한 무자비한 사냥을 시작한 프레데터. 최첨단 기술과 무기로 진화된 외계 포식자 프레데터의 위협이 점점 다가오고 나루는 부족을 지키기 위해 자신만의 기지와 무기로 생존을 건 사투를 시작하는데…",/7ZO9yoEU2fAHKhmJWfAc2QIPWJg.jpg,/eicYAopFKOL3orcNTJZ4TGtZQQ1.jpg,"[53, 28, 878]","[414, 4862, 9675, 9951, 10322, 10468, 11181, 15162, 157513, 158175, 179419, 186497, 215162, 269485, 287699, 298551, 301974]","[1654001, 3675371, 87126, 3316731, 1061054]",[568322],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=219628
960704,강철의 연금술사 완결편: 최후의 연성,鋼の錬金術師 完結編 最後の錬成,2022-06-24,6.4,643.708,"엘릭 형제의 길고 파란만장했던 여정, 그 종지부를 찍을 완결편 2부작의 마지막 작품. 에드워드와 알폰스가 국가 전체를 뒤흔들 초월적인 위협에 맞선다.",/5hoS3nEkGGXUfmnu39yw1k52JX5.jpg,/qJD1kg5vrKKllZaZWyELVdxdbid.jpg,"[28, 12, 14]","[6152, 13141, 162365, 285442, 288394, 289108, 291031]","[1247874, 1488591, 1255487, 114725, 1462267]",[70103],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213337
438148,미니언즈 2,Minions: The Rise of Gru,2022-06-29,7.5,630.19,"세계 최고의 슈퍼 악당을 꿈꾸는 미니보스 ‘그루’와 그를 따라다니는 미니언들. 어느 날 그루는 최고의 악당 조직 ‘빌런6’의 마법 스톤을 훔치는 데 성공하지만 뉴페이스 미니언 ‘오토’의 실수로 스톤을 잃어버리고 빌런6에게 납치까지 당한다. 미니보스를 구하기 위해 잃어버린 스톤을 되찾아야 하는 ‘오토’, 그리고 쿵푸를 마스터해야 하는 ‘케빈’, ‘스튜어트’, ‘밥’! 올 여름 극장가를 점령할 MCU(미니언즈 시네마틱 유니버스)가 돌아온다!",/vFGDYJZA7NenGR1OaEGz0pKKFEs.jpg,/1heBUD8o0sgdqLWyeXkylR2POKb.jpg,"[16, 35, 10751]","[1228, 179431, 299811, 302503]","[124747, 4495, 59919, 1903, 40036]",[8023],7.68,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191634
848058,피기,Cerdita,2022-10-07,6.7,600.479,"스페인 남부의 여름. 사라는 냉담한 가족들이 경영하는 정육점에 박혀 다른 누군가가 되는 것을 꿈꾼다. 설상가상 다른 여자아이들로부터 지속적인 괴롭힘을 당한다. 어느 날, 강에서 사라는 정체를 알 수 없는 낯선 사람이 사라를 괴롭혔던 아이들을 납치하는 것을 목격한다. 사라가 소리를 질러야 할까?",/2iGUavwv86Hubv3V5Iq4qEQXDfE.jpg,/8EIQAvJjXdbNDMmBtHtgGqbc09V.jpg,"[18, 53, 27]","[514, 1930, 5331, 6733, 9826, 13006, 13088, 191655, 204959, 209568, 212642, 249704, 267422, 268132]","[1260914, 1510952, 102222, 1609925, 2013136]",[1987284],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180292
675353,수퍼 소닉 2,Sonic the Hedgehog 2,2022-03-30,7.6,593.602,강력한 파워의 ‘너클즈’와 함께 돌아온 천재 과학자 ‘닥터 로보트닉’에 맞서 지구를 구하기 위해 ‘소닉’과 새로운 파트너 ‘테일즈’가 전 세계를 누비는 스피드 액션 블록버스터.,/yEQqrW61rwNuVRHTjgHOAU4dXNE.jpg,/arCDDZdvamNY628gWJVjlCycf69.jpg,"[28, 12, 10751, 35]","[9663, 41645, 179431, 208927, 209220]","[11006, 222121, 110742, 1546282, 115974]",[93364],8.24,https://movie.naver.com/movie/bi/mi/basic.nhn?code=212095
610150,드래곤볼 슈퍼: 슈퍼 히어로,ドラゴンボール超 スーパーヒーロー,2022-06-11,8,589.266,2018년에 개봉한 에 이은  시리즈의 두 번째 영화,/ugS5FVfCI3RV0ZwZtBV3HAV75OX.jpg,/uohymzBVaIYjbnoQstbnlia6ZPJ.jpg,"[16, 878, 28]","[803, 9663, 10563, 13141, 14955, 179430, 179431, 210024]","[90496, 85286, 90569, 93801, 93803]",[2403335],9.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=217038
944864,테이크오버,The Takeover,2022-11-01,5.8,563.583,개인정보 탈취 음모를 발견한 뒤 살인 누명을 쓰게 된 화이트 해커. 경찰로부터 도주 중인 그녀가 자신을 협박하는 범죄자들의 정체를 밝히기 위해 싸운다.,/cvOHMfZTxIiNI9yyjYgYfCpT48p.jpg,/fNbsrrNSuSkfo3FyDNPp9DGkhgX.jpg,"[28, 80, 53]",[2157],"[1486382, 567001, 1112244, 43643, 1287876]",[1282094],0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=223725
539681,DC 리그 오브 슈퍼-펫,DC League of Super-Pets,2022-07-27,7.5,526.023,악당 렉스 루터의 계략으로 위험에 빠진 슈퍼맨을 비롯한 저스티스 리그의 슈퍼 히어로들을 구하기 위해 슈퍼독 크립토와 슈퍼 펫 친구들이 벌이는 파워 댕댕 모험을 그린 이야기,/qaTzVAW1u16WFNsepjCrilBuInc.jpg,/4L7hgezinra0QudLN8HPv8c3af1.jpg,"[16, 28, 10751, 35, 878]","[9715, 9717, 33637, 179430, 179431, 189481, 267848]","[18918, 55638, 17697, 6384, 1240487]",[89027],7.77,https://movie.naver.com/movie/bi/mi/basic.nhn?code=217035
453395,닥터 스트레인지: 대혼돈의 멀티버스,Doctor Strange in the Multiverse of Madness,2022-05-04,7.4,519.359,"아메리카는 어느 날 멀티버스 사이를 오갈 수 있는 힘에 눈을 뜨지만 완전히 제어하지 못한다. 정체불명의 악마가 아메리카를 죽이려 하자 다른 우주의 스트레인지가 이를 막아보지만 결국 살해당한다. 우여곡절 끝에 우리가 알고 있는 우주로 넘어온 아메리카는 어벤져스 멤버인 닥터 스트레인지의 도움과 보호를 받는다. 닥터 스트레인지는 웨스트뷰 사건 이후 잠적한 완다에게 도움을 청하지만 곧바로 그녀가 사건의 진정한 흑막, 스칼렛 위치임이 드러난다. 스칼렛 위치는 자신의 원하는 멀티버스로 가기 위해 아메리카의 힘을 흡수하려 한다. 닥터 스트레인지와 아메리카는 압도적인 힘을 지닌 스칼렛 위치를 피해 또 한번 다른 멀티버스로 도망치지만 그의 끈질긴 추격을 받는다.",/gUNRlH66yNDH3NQblYMIwgZXJ2u.jpg,/vL5ktZauR0fZMDOHKjakb1idhuU.jpg,"[14, 28, 12]","[2343, 9715, 9717, 156282, 179430, 179431, 180547, 221309]","[71580, 550843, 5294, 30082, 1912381]",[7623],7.22,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182016
744276,애프터: 에버 해피,After Ever Happy,2022-08-24,7,517.777,"뉴욕으로 떠난 테사와 소설가로 데뷔한 하딘,  런던에서 삶을 송두리째 뒤흔들 엄청난 과거를 알게 된 하딘은 자신의 불행 속에 테사를 끌어들이기 싫어서 애써 밀어낸다.  계속 제자리만 맴도는 관계에 지친 테사는 새로운 삶을 꿈꾸며 뉴욕으로 향하고, 떨어진 동안 그의 소중함을 깨달은 하딘은 뉴욕에서 테사와 재회하여 서로의 숨결과 살결을 탐한다.  다시 미래를 꿈꾸던 테사는 하딘이 집필한 소설 ‘애프터’에 자신의 첫 키스부터 첫 경험뿐만 아니라 감추고 싶던 아픈 기억까지 모두 담겨 있다는 것을 알고 충격을 받는데…",/rwgmDkIEv8VjAsWx25ottJrFvpO.jpg,/fZqvzsekRXxRrtEKIWoAWP5eqe7.jpg,"[10749, 18]","[818, 9673, 10791]","[1753914, 1114487, 20805, 2035329, 20960]",[1448492],7.13,https://movie.naver.com/movie/bi/mi/basic.nhn?code=219785
